epsilon,lambda,CTX,SSI,ERR(RA)
1.8,0.1,0.05819,0.826838,0.93159
1.8,0.2,0.06541,0.802607,0.937526
1.8,0.3,0.06836,0.822006,0.931856
1.8,0.4,0.07009,0.834158,0.932353
1.8,0.5,0.07359,0.832233,0.930463
1.8,0.6,0.0764,0.87812,0.932484
1.8,0.7,0.07944,0.893289,0.932945
1.8,0.8,0.08797,0.895739,0.931462
1.8,0.9,0.09782,0.909542,0.933049
1.8,1.0,0.10515,0.929597,0.931009
1.9,0.1,0.06255,0.791838,0.936239
1.9,0.2,0.06196,0.817263,0.937566
1.9,0.3,0.06567,0.823837,0.936388
1.9,0.4,0.06822,0.834349,0.937921
1.9,0.5,0.07097,0.850008,0.936118
1.9,0.6,0.07605,0.878114,0.9365
1.9,0.7,0.08139,0.885102,0.940052
1.9,0.8,0.08913,0.889626,0.940428
1.9,0.9,0.09333,0.914557,0.937359
1.9,1.0,0.10278,0.92582,0.93781
2.0,0.1,0.05659,0.796671,0.944342
2.0,0.2,0.06246,0.823289,0.944587
2.0,0.3,0.06519,0.818151,0.946548
2.0,0.4,0.0678,0.827265,0.944696
2.0,0.5,0.07237,0.840742,0.946109
2.0,0.6,0.07704,0.890084,0.942751
2.0,0.7,0.07982,0.894731,0.947879
2.0,0.8,0.08925,0.899219,0.946435
2.0,0.9,0.09245,0.909814,0.947176
2.0,1.0,0.10364,0.912903,0.941827
2.1,0.1,0.05978,0.804316,0.952109
2.1,0.2,0.06016,0.805694,0.948872
2.1,0.3,0.06485,0.82477,0.949952
2.1,0.4,0.06773,0.83795,0.949156
2.1,0.5,0.06888,0.837019,0.950108
2.1,0.6,0.07382,0.882953,0.950083
2.1,0.7,0.07911,0.902341,0.948324
2.1,0.8,0.08665,0.895718,0.947676
2.1,0.9,0.09237,0.908195,0.949202
2.1,1.0,0.10372,0.92182,0.948814
2.2,0.1,0.05626,0.80212,0.956361
2.2,0.2,0.06053,0.817099,0.95406
2.2,0.3,0.06555,0.821036,0.95207
2.2,0.4,0.06909,0.838767,0.954964
2.2,0.5,0.06879,0.842002,0.953555
2.2,0.6,0.07392,0.883839,0.954475
2.2,0.7,0.08001,0.886443,0.954729
2.2,0.8,0.08795,0.904749,0.952748
2.2,0.9,0.09392,0.906112,0.954724
2.2,1.0,0.09998,0.915905,0.953423
2.3,0.1,0.05555,0.803273,0.960029
2.3,0.2,0.05784,0.803867,0.957913
2.3,0.3,0.06391,0.817731,0.955939
2.3,0.4,0.06523,0.833073,0.957207
2.3,0.5,0.06953,0.850137,0.956362
2.3,0.6,0.07143,0.874906,0.957464
2.3,0.7,0.07929,0.888747,0.954753
2.3,0.8,0.08187,0.906176,0.959346
2.3,0.9,0.09058,0.914004,0.957922
2.3,1.0,0.10107,0.921536,0.958567
2.4,0.1,0.0547,0.811944,0.962166
2.4,0.2,0.06035,0.819833,0.960114
2.4,0.3,0.062,0.823159,0.963134
2.4,0.4,0.06545,0.834951,0.96281
2.4,0.5,0.06762,0.850695,0.961913
2.4,0.6,0.07062,0.887643,0.961286
2.4,0.7,0.07839,0.884234,0.964265
2.4,0.8,0.08485,0.896928,0.962052
2.4,0.9,0.09539,0.916274,0.962293
2.4,1.0,0.09985,0.92072,0.962995
2.5,0.1,0.05826,0.80567,0.964498
2.5,0.2,0.05956,0.811136,0.964414
2.5,0.3,0.06318,0.824794,0.965764
2.5,0.4,0.0657,0.824787,0.96505
2.5,0.5,0.06657,0.845375,0.967631
2.5,0.6,0.06894,0.885598,0.966657
2.5,0.7,0.07822,0.889652,0.963963
2.5,0.8,0.08474,0.908292,0.964115
2.5,0.9,0.09417,0.923089,0.963621
2.5,1.0,0.0986,0.923002,0.964618
2.6,0.1,0.05779,0.806941,0.966772
2.6,0.2,0.0603,0.811296,0.968764
2.6,0.3,0.06035,0.809076,0.969785
2.6,0.4,0.06675,0.838362,0.968914
2.6,0.5,0.06722,0.846738,0.96678
2.6,0.6,0.07027,0.875985,0.969288
2.6,0.7,0.07545,0.892307,0.970121
2.6,0.8,0.08405,0.894761,0.967654
2.6,0.9,0.09109,0.912228,0.970348
2.6,1.0,0.10039,0.922392,0.96631
2.7,0.1,0.05721,0.80542,0.971219
2.7,0.2,0.05752,0.813653,0.970367
2.7,0.3,0.06321,0.817239,0.970879
2.7,0.4,0.0627,0.828267,0.971037
2.7,0.5,0.06872,0.848409,0.97178
2.7,0.6,0.06964,0.878779,0.971092
2.7,0.7,0.07659,0.886162,0.971674
2.7,0.8,0.08465,0.904746,0.971881
2.7,0.9,0.09143,0.900816,0.971454
2.7,1.0,0.09881,0.914371,0.972459
2.8,0.1,0.05321,0.819401,0.972783
2.8,0.2,0.05799,0.800274,0.972943
2.8,0.3,0.05677,0.811337,0.972542
2.8,0.4,0.06548,0.837352,0.974773
2.8,0.5,0.06926,0.844202,0.97522
2.8,0.6,0.07216,0.872148,0.972981
2.8,0.7,0.07645,0.887828,0.974248
2.8,0.8,0.08402,0.903361,0.976129
2.8,0.9,0.09291,0.907825,0.973537
2.8,1.0,0.09907,0.914458,0.974235
2.9,0.1,0.05321,0.817329,0.977325
2.9,0.2,0.0566,0.810464,0.979344
2.9,0.3,0.06346,0.807149,0.976018
2.9,0.4,0.06571,0.832606,0.976346
2.9,0.5,0.06764,0.830035,0.976178
2.9,0.6,0.06962,0.880251,0.975587
2.9,0.7,0.07817,0.885763,0.974964
2.9,0.8,0.08376,0.898578,0.975743
2.9,0.9,0.09051,0.914094,0.975648
2.9,1.0,0.09784,0.909217,0.975843
3.0,0.1,0.05049,0.819551,0.97885
3.0,0.2,0.05759,0.817768,0.977484
3.0,0.3,0.06016,0.83841,0.979197
3.0,0.4,0.06218,0.833495,0.979422
3.0,0.5,0.0676,0.831758,0.978882
3.0,0.6,0.06842,0.865399,0.979724
3.0,0.7,0.07597,0.888754,0.980557
3.0,0.8,0.07955,0.87983,0.979211
3.0,0.9,0.08999,0.918171,0.977364
3.0,1.0,0.09861,0.912323,0.977016
3.1,0.1,0.05313,0.807736,0.981168
3.1,0.2,0.05631,0.808787,0.981116
3.1,0.3,0.0599,0.818327,0.980161
3.1,0.4,0.06477,0.827059,0.981061
3.1,0.5,0.06507,0.845466,0.981237
3.1,0.6,0.0686,0.881744,0.979693
3.1,0.7,0.07596,0.890234,0.97987
3.1,0.8,0.08249,0.904014,0.980412
3.1,0.9,0.0868,0.901142,0.980519
3.1,1.0,0.09974,0.917273,0.980702
3.2,0.1,0.05495,0.80574,0.982243
3.2,0.2,0.05659,0.813939,0.98285
3.2,0.3,0.06148,0.807808,0.98378
3.2,0.4,0.062,0.823325,0.983919
3.2,0.5,0.06471,0.845678,0.983272
3.2,0.6,0.06837,0.879062,0.981652
3.2,0.7,0.07465,0.892825,0.982304
3.2,0.8,0.07897,0.904457,0.983459
3.2,0.9,0.09182,0.911201,0.983
3.2,1.0,0.09822,0.915909,0.981299
3.3,0.1,0.05515,0.801784,0.98391
3.3,0.2,0.05301,0.815053,0.983278
3.3,0.3,0.0587,0.818868,0.984218
3.3,0.4,0.06204,0.838292,0.98529
3.3,0.5,0.06125,0.844869,0.984829
3.3,0.6,0.06799,0.883344,0.984668
3.3,0.7,0.07559,0.888476,0.984387
3.3,0.8,0.07691,0.902558,0.984507
3.3,0.9,0.09156,0.930384,0.983413
3.3,1.0,0.09794,0.912016,0.983993
3.4,0.1,0.05542,0.805958,0.984991
3.4,0.2,0.05775,0.810366,0.985052
3.4,0.3,0.06002,0.818704,0.983974
3.4,0.4,0.06261,0.836297,0.98588
3.4,0.5,0.06532,0.850193,0.984931
3.4,0.6,0.07029,0.869674,0.985171
3.4,0.7,0.07624,0.896031,0.985173
3.4,0.8,0.0824,0.891118,0.984264
3.4,0.9,0.09021,0.913867,0.98615
3.4,1.0,0.09618,0.924435,0.984607
3.5,0.1,0.05409,0.792926,0.986951
3.5,0.2,0.05296,0.809357,0.985081
3.5,0.3,0.06012,0.816499,0.986983
3.5,0.4,0.06183,0.839463,0.986138
3.5,0.5,0.06388,0.85164,0.987473
3.5,0.6,0.0649,0.887367,0.986964
3.5,0.7,0.0758,0.889419,0.987621
3.5,0.8,0.08153,0.898535,0.986774
3.5,0.9,0.08772,0.910648,0.987712
3.5,1.0,0.09992,0.921831,0.986669
3.6,0.1,0.05452,0.813398,0.987233
3.6,0.2,0.05246,0.813103,0.98823
3.6,0.3,0.0576,0.829173,0.988857
3.6,0.4,0.06134,0.842104,0.98819
3.6,0.5,0.06429,0.84083,0.98874
3.6,0.6,0.06778,0.882831,0.98774
3.6,0.7,0.07612,0.896283,0.987277
3.6,0.8,0.0811,0.900104,0.987847
3.6,0.9,0.08808,0.916737,0.98896
3.6,1.0,0.09883,0.927971,0.98914
3.7,0.1,0.05479,0.810458,0.987817
3.7,0.2,0.05218,0.808633,0.989969
3.7,0.3,0.05781,0.817706,0.990849
3.7,0.4,0.06372,0.843757,0.989832
3.7,0.5,0.0639,0.85425,0.98996
3.7,0.6,0.06654,0.871916,0.98947
3.7,0.7,0.07375,0.888985,0.98931
3.7,0.8,0.08161,0.896216,0.988079
3.7,0.9,0.08789,0.922991,0.989552
3.7,1.0,0.09935,0.919517,0.98812
3.8,0.1,0.05389,0.797225,0.990677
3.8,0.2,0.05518,0.811565,0.989284
3.8,0.3,0.05768,0.807104,0.99015
3.8,0.4,0.06077,0.838089,0.988375
3.8,0.5,0.06366,0.842865,0.990386
3.8,0.6,0.06702,0.881272,0.989114
3.8,0.7,0.07483,0.886818,0.991278
3.8,0.8,0.08303,0.904519,0.989979
3.8,0.9,0.08641,0.905351,0.991413
3.8,1.0,0.09735,0.928104,0.9891
3.9,0.1,0.05471,0.789671,0.992442
3.9,0.2,0.05551,0.812543,0.990851
3.9,0.3,0.0612,0.818288,0.991315
3.9,0.4,0.0614,0.836014,0.991005
3.9,0.5,0.06362,0.841168,0.991727
3.9,0.6,0.06986,0.887197,0.990931
3.9,0.7,0.07543,0.883461,0.992031
3.9,0.8,0.08105,0.898309,0.990618
3.9,0.9,0.08878,0.912583,0.99155
3.9,1.0,0.09676,0.912433,0.991156
4.0,0.1,0.05283,0.807149,0.991433
4.0,0.2,0.05238,0.806053,0.992315
4.0,0.3,0.05731,0.800606,0.992746
4.0,0.4,0.06353,0.818789,0.991929
4.0,0.5,0.06373,0.845641,0.991314
4.0,0.6,0.06727,0.87684,0.992714
4.0,0.7,0.07637,0.895239,0.991803
4.0,0.8,0.08188,0.892161,0.992276
4.0,0.9,0.08757,0.90882,0.991436
4.0,1.0,0.09855,0.909766,0.991871
4.1,0.1,0.0556,0.801317,0.992104
4.1,0.2,0.05158,0.819999,0.993161
4.1,0.3,0.06065,0.818471,0.992741
4.1,0.4,0.06131,0.833775,0.992373
4.1,0.5,0.06442,0.836915,0.992056
4.1,0.6,0.06673,0.872412,0.992595
4.1,0.7,0.07409,0.890425,0.993698
4.1,0.8,0.08084,0.90056,0.992788
4.1,0.9,0.09076,0.91319,0.99136
4.1,1.0,0.09684,0.912567,0.992981
4.2,0.1,0.04859,0.806131,0.993548
4.2,0.2,0.05488,0.814593,0.993951
4.2,0.3,0.0577,0.820684,0.992809
4.2,0.4,0.06082,0.839843,0.992752
4.2,0.5,0.06682,0.844636,0.992719
4.2,0.6,0.06529,0.878953,0.993359
4.2,0.7,0.07411,0.896579,0.995124
4.2,0.8,0.07937,0.886488,0.993177
4.2,0.9,0.09044,0.910418,0.992898
4.2,1.0,0.09322,0.916091,0.994121
4.3,0.1,0.04151,0.825626,0.992506
4.3,0.2,0.05407,0.811455,0.994539
4.3,0.3,0.05643,0.817241,0.994479
4.3,0.4,0.06039,0.833031,0.99393
4.3,0.5,0.06388,0.847072,0.993861
4.3,0.6,0.06696,0.874169,0.993098
4.3,0.7,0.07589,0.879443,0.994562
4.3,0.8,0.07779,0.904402,0.993846
4.3,0.9,0.08804,0.909047,0.9933
4.3,1.0,0.09594,0.913671,0.993441
4.4,0.1,0.04673,0.80774,0.993599
4.4,0.2,0.0521,0.81542,0.994142
4.4,0.3,0.06018,0.812362,0.995118
4.4,0.4,0.06375,0.834075,0.995468
4.4,0.5,0.06306,0.847847,0.995753
4.4,0.6,0.06983,0.886726,0.995247
4.4,0.7,0.07381,0.892427,0.994087
4.4,0.8,0.0808,0.902048,0.995427
4.4,0.9,0.08605,0.914471,0.994686
4.4,1.0,0.09618,0.909756,0.99443
4.5,0.1,0.05274,0.796474,0.994576
4.5,0.2,0.0552,0.820223,0.994988
4.5,0.3,0.05848,0.81981,0.994756
4.5,0.4,0.06089,0.830058,0.993865
4.5,0.5,0.06359,0.848423,0.995232
4.5,0.6,0.06685,0.881039,0.996389
4.5,0.7,0.07003,0.890463,0.995475
4.5,0.8,0.07721,0.910276,0.99424
4.5,0.9,0.08723,0.904605,0.996331
4.5,1.0,0.09562,0.915866,0.994617
4.6,0.1,0.05273,0.813487,0.995356
4.6,0.2,0.05218,0.814015,0.995482
4.6,0.3,0.05914,0.816108,0.996025
4.6,0.4,0.05945,0.826005,0.996309
4.6,0.5,0.06349,0.840379,0.99546
4.6,0.6,0.06592,0.886385,0.995108
4.6,0.7,0.07271,0.891005,0.996067
4.6,0.8,0.08034,0.901722,0.996206
4.6,0.9,0.08822,0.906798,0.995813
4.6,1.0,0.09573,0.925828,0.995154
4.7,0.1,0.05165,0.805754,0.996235
4.7,0.2,0.05206,0.792848,0.995422
4.7,0.3,0.05186,0.82476,0.995997
4.7,0.4,0.06021,0.829689,0.995776
4.7,0.5,0.06708,0.852209,0.995377
4.7,0.6,0.06721,0.876077,0.995426
4.7,0.7,0.07436,0.885467,0.99583
4.7,0.8,0.0807,0.904794,0.996771
4.7,0.9,0.08692,0.91096,0.995355
4.7,1.0,0.0923,0.916332,0.995843
4.8,0.1,0.04998,0.805647,0.99649
4.8,0.2,0.05161,0.820588,0.996231
4.8,0.3,0.05588,0.817389,0.996754
4.8,0.4,0.06283,0.826271,0.997391
4.8,0.5,0.06297,0.852338,0.996904
4.8,0.6,0.06489,0.882623,0.996529
4.8,0.7,0.0734,0.892282,0.996601
4.8,0.8,0.08047,0.895873,0.997119
4.8,0.9,0.08817,0.922264,0.996403
4.8,1.0,0.09907,0.91417,0.996538
4.9,0.1,0.04841,0.824189,0.997006
4.9,0.2,0.05611,0.801567,0.996725
4.9,0.3,0.05713,0.820393,0.997384
4.9,0.4,0.06036,0.839798,0.996791
4.9,0.5,0.06628,0.841805,0.996425
4.9,0.6,0.06949,0.879837,0.997307
4.9,0.7,0.06912,0.88936,0.99626
4.9,0.8,0.07976,0.887389,0.996902
4.9,0.9,0.09001,0.91556,0.996822
4.9,1.0,0.09276,0.92221,0.996146
5.0,0.1,0.05177,0.813311,0.996689
5.0,0.2,0.05209,0.806895,0.99766
5.0,0.3,0.05692,0.817259,0.997304
5.0,0.4,0.05865,0.842456,0.99719
5.0,0.5,0.06547,0.842793,0.997301
5.0,0.6,0.06599,0.88617,0.997229
5.0,0.7,0.07307,0.887495,0.997077
5.0,0.8,0.0797,0.890915,0.996724
5.0,0.9,0.08935,0.910301,0.996764
5.0,1.0,0.0965,0.921424,0.99772
