epsilon,lambda,CTX,SSI,ERR(RA)
0.8,0.5,0.09247,0.854082,0.820679
0.8,0.6,0.08951,0.89013,0.821718
0.8,0.7,0.09676,0.892951,0.822599
0.8,0.8,0.10392,0.905938,0.822631
0.8,0.9,0.11376,0.911307,0.824564
0.8,1.0,0.11809,0.943483,0.827664
0.9,0.1,0.07807,0.817311,0.833194
0.9,0.2,0.07826,0.822117,0.84149
0.9,0.3,0.07964,0.841088,0.836268
0.9,0.4,0.08058,0.863841,0.83882
0.9,0.5,0.07919,0.877469,0.837061
0.9,0.6,0.08962,0.89326,0.835822
0.9,0.7,0.09031,0.896039,0.841175
0.9,0.8,0.10143,0.904257,0.839985
0.9,0.9,0.10307,0.932327,0.844241
0.9,1.0,0.11672,0.9294,0.838816
1.0,0.1,0.07064,0.815118,0.85597
1.0,0.2,0.07285,0.815391,0.850989
1.0,0.3,0.07499,0.816207,0.857039
1.0,0.4,0.07928,0.864762,0.854266
1.0,0.5,0.07787,0.864612,0.853581
1.0,0.6,0.08757,0.891191,0.852181
1.0,0.7,0.08984,0.894601,0.851341
1.0,0.8,0.09,0.893134,0.855021
1.0,0.9,0.10452,0.930831,0.855182
1.0,1.0,0.11486,0.916859,0.852628
1.1,0.1,0.07389,0.80545,0.865448
1.1,0.2,0.07004,0.802877,0.871721
1.1,0.3,0.0717,0.858917,0.867971
1.1,0.4,0.07597,0.825015,0.864862
1.1,0.5,0.08009,0.868561,0.86614
1.1,0.6,0.08294,0.886247,0.862842
1.1,0.7,0.08882,0.898591,0.866689
1.1,0.8,0.09061,0.900155,0.866085
1.1,0.9,0.09586,0.915994,0.867142
1.1,1.0,0.11351,0.927891,0.868662
1.2,0.1,0.06654,0.808021,0.881645
1.2,0.2,0.06989,0.823123,0.877603
1.2,0.3,0.06978,0.821662,0.880395
1.2,0.4,0.07354,0.845094,0.882578
1.2,0.5,0.07483,0.868338,0.880929
1.2,0.6,0.08071,0.885804,0.878439
1.2,0.7,0.08303,0.890296,0.884531
1.2,0.8,0.0915,0.895837,0.879724
1.2,0.9,0.10191,0.928795,0.879434
1.2,1.0,0.10589,0.930299,0.881054
1.3,0.1,0.06421,0.825014,0.892756
1.3,0.2,0.06418,0.815928,0.89146
1.3,0.3,0.06863,0.841222,0.888748
1.3,0.4,0.07176,0.851136,0.88776
1.3,0.5,0.07462,0.86598,0.89111
1.3,0.6,0.07555,0.890008,0.89365
1.3,0.7,0.08472,0.898022,0.887352
1.3,0.8,0.08865,0.915539,0.891773
1.3,0.9,0.09816,0.923575,0.892239
1.3,1.0,0.10723,0.927723,0.889896
1.4,0.1,0.05657,0.789222,0.899961
1.4,0.2,0.06292,0.80434,0.898128
1.4,0.3,0.06866,0.837917,0.895024
1.4,0.4,0.07222,0.844982,0.903293
1.4,0.5,0.06855,0.86063,0.900945
1.4,0.6,0.08001,0.880111,0.899097
1.4,0.7,0.08079,0.900288,0.899886
1.4,0.8,0.08674,0.901263,0.904686
1.4,0.9,0.09734,0.926275,0.901427
1.4,1.0,0.10866,0.926495,0.902808
1.5,0.1,0.05574,0.828274,0.908843
1.5,0.2,0.06505,0.81632,0.908988
1.5,0.3,0.06564,0.817869,0.911234
1.5,0.4,0.07164,0.833945,0.910711
1.5,0.5,0.07237,0.855642,0.908243
1.5,0.6,0.07429,0.879281,0.909501
1.5,0.7,0.08256,0.892365,0.910911
1.5,0.8,0.0827,0.898376,0.910867
1.5,0.9,0.09544,0.924549,0.906946
1.5,1.0,0.1063,0.918184,0.910721
1.6,0.1,0.06097,0.809782,0.918576
1.6,0.2,0.06281,0.835224,0.917261
1.6,0.3,0.06721,0.836805,0.918593
1.6,0.4,0.06951,0.837534,0.918325
1.6,0.5,0.06987,0.848501,0.917295
1.6,0.6,0.07133,0.887965,0.918244
1.6,0.7,0.07286,0.894898,0.916236
1.6,0.8,0.08958,0.90185,0.915545
1.6,0.9,0.0949,0.920161,0.919043
1.6,1.0,0.10197,0.918306,0.920013
1.7,0.1,0.05679,0.792535,0.923353
1.7,0.2,0.05931,0.820256,0.926949
1.7,0.3,0.06585,0.837258,0.923681
1.7,0.4,0.07143,0.838541,0.926124
1.7,0.5,0.06895,0.864974,0.927864
1.7,0.6,0.07461,0.886577,0.920614
1.7,0.7,0.06869,0.896257,0.926062
1.7,0.8,0.08445,0.904914,0.928467
1.7,0.9,0.09252,0.911863,0.926141
1.7,1.0,0.10097,0.923382,0.924279
1.8,0.1,0.05769,0.821993,0.930478
1.8,0.2,0.05532,0.838583,0.934367
1.8,0.3,0.06423,0.823266,0.93221
1.8,0.4,0.06808,0.842592,0.931264
1.8,0.5,0.06427,0.859608,0.932548
1.8,0.6,0.07082,0.895668,0.933424
1.8,0.7,0.07982,0.892129,0.932385
1.8,0.8,0.08663,0.904337,0.932655
1.8,0.9,0.09231,0.92031,0.930938
1.8,1.0,0.09325,0.927139,0.931506
1.9,0.1,0.05712,0.818413,0.938335
1.9,0.2,0.05816,0.80633,0.939598
1.9,0.3,0.06358,0.818569,0.939643
1.9,0.4,0.06781,0.846582,0.934064
1.9,0.5,0.06852,0.844586,0.936735
1.9,0.6,0.07547,0.886304,0.938935
1.9,0.7,0.07581,0.88677,0.937653
1.9,0.8,0.07802,0.89938,0.936301
1.9,0.9,0.0859,0.910679,0.940385
1.9,1.0,0.10191,0.920744,0.935941
2.0,0.1,0.05918,0.812427,0.94217
2.0,0.2,0.06046,0.821592,0.943418
2.0,0.3,0.05934,0.826539,0.943326
2.0,0.4,0.06761,0.853618,0.944709
2.0,0.5,0.06758,0.859062,0.941687
2.0,0.6,0.07155,0.895789,0.946025
2.0,0.7,0.0758,0.896604,0.946372
2.0,0.8,0.07856,0.905423,0.942643
2.0,0.9,0.09281,0.916565,0.946633
2.0,1.0,0.10009,0.920126,0.942289
2.1,0.1,0.05494,0.822851,0.94767
2.1,0.2,0.05767,0.819436,0.951119
2.1,0.3,0.0614,0.839244,0.949458
2.1,0.4,0.06253,0.845024,0.95042
2.1,0.5,0.06649,0.855141,0.948024
2.1,0.6,0.07017,0.884087,0.949293
2.1,0.7,0.0727,0.900234,0.949175
2.1,0.8,0.07758,0.893591,0.950361
2.1,0.9,0.09115,0.902527,0.950481
2.1,1.0,0.09496,0.911872,0.948847
2.2,0.1,0.05477,0.808009,0.957075
2.2,0.2,0.05387,0.825039,0.954264
2.2,0.3,0.05905,0.85009,0.953067
2.2,0.4,0.06022,0.852774,0.956098
2.2,0.5,0.06672,0.850594,0.952571
2.2,0.6,0.0688,0.886544,0.951823
2.2,0.7,0.07915,0.894521,0.954255
2.2,0.8,0.08206,0.911128,0.954895
2.2,0.9,0.08653,0.915857,0.953333
2.2,1.0,0.09977,0.927939,0.951811
2.3,0.1,0.05294,0.801803,0.955781
2.3,0.2,0.05352,0.817702,0.958494
2.3,0.3,0.05955,0.823958,0.957809
2.3,0.4,0.06597,0.838738,0.958604
2.3,0.5,0.06432,0.867768,0.958524
2.3,0.6,0.06445,0.880456,0.959286
2.3,0.7,0.06688,0.891572,0.959468
2.3,0.8,0.0781,0.905129,0.957312
2.3,0.9,0.09244,0.904094,0.955764
2.3,1.0,0.09635,0.925561,0.956964
2.4,0.1,0.05159,0.818166,0.962727
2.4,0.2,0.05641,0.800159,0.963618
2.4,0.3,0.05705,0.829538,0.962858
2.4,0.4,0.06227,0.852836,0.960823
2.4,0.5,0.06662,0.847931,0.96302
2.4,0.6,0.06613,0.882203,0.962463
2.4,0.7,0.071,0.89506,0.962986
2.4,0.8,0.07587,0.896054,0.963416
2.4,0.9,0.08758,0.918936,0.96439
2.4,1.0,0.09748,0.92085,0.960916
2.5,0.1,0.05061,0.804629,0.966131
2.5,0.2,0.05921,0.810642,0.964647
2.5,0.3,0.05501,0.8257,0.965349
2.5,0.4,0.06291,0.83822,0.964617
2.5,0.5,0.06081,0.865244,0.963315
2.5,0.6,0.06746,0.884913,0.964445
2.5,0.7,0.07178,0.896477,0.967873
2.5,0.8,0.08206,0.911749,0.965909
2.5,0.9,0.09092,0.91103,0.964972
2.5,1.0,0.09534,0.915665,0.962813
2.6,0.1,0.05188,0.811429,0.967291
2.6,0.2,0.05753,0.819377,0.967856
2.6,0.3,0.05674,0.837401,0.969071
2.6,0.4,0.05969,0.846656,0.970213
2.6,0.5,0.05664,0.851076,0.968751
2.6,0.6,0.06653,0.88033,0.966581
2.6,0.7,0.07221,0.89064,0.969462
2.6,0.8,0.0786,0.889565,0.969876
2.6,0.9,0.0882,0.916501,0.967458
2.6,1.0,0.09734,0.922378,0.966916
2.7,0.1,0.05188,0.810725,0.971343
2.7,0.2,0.05024,0.820274,0.972249
2.7,0.3,0.05722,0.832193,0.969182
2.7,0.4,0.06156,0.834056,0.970117
2.7,0.5,0.05871,0.857554,0.974111
2.7,0.6,0.06575,0.891994,0.970888
2.7,0.7,0.07171,0.889296,0.971696
2.7,0.8,0.07705,0.886645,0.969967
2.7,0.9,0.08718,0.906295,0.969385
2.7,1.0,0.09674,0.931156,0.971764
2.8,0.1,0.04887,0.792437,0.974511
2.8,0.2,0.05601,0.826648,0.972617
2.8,0.3,0.06135,0.815347,0.971477
2.8,0.4,0.0592,0.843576,0.973519
2.8,0.5,0.06038,0.853895,0.973995
2.8,0.6,0.06556,0.875672,0.974054
2.8,0.7,0.06973,0.902143,0.974627
2.8,0.8,0.08073,0.89743,0.971766
2.8,0.9,0.08731,0.924067,0.974434
2.8,1.0,0.09453,0.92566,0.973674
2.9,0.1,0.05634,0.811643,0.975662
2.9,0.2,0.05336,0.829423,0.975916
2.9,0.3,0.05858,0.846808,0.977829
2.9,0.4,0.05774,0.84092,0.978149
2.9,0.5,0.06288,0.861244,0.975685
2.9,0.6,0.06368,0.877957,0.977064
2.9,0.7,0.06801,0.889778,0.975462
2.9,0.8,0.07671,0.896236,0.975396
2.9,0.9,0.08021,0.916001,0.975751
2.9,1.0,0.09484,0.923532,0.976006
3.0,0.1,0.05048,0.824312,0.97932
3.0,0.2,0.05468,0.825458,0.978917
3.0,0.3,0.05466,0.836112,0.97885
3.0,0.4,0.05922,0.844214,0.979373
3.0,0.5,0.06288,0.845181,0.979097
3.0,0.6,0.06474,0.883936,0.97797
3.0,0.7,0.07152,0.894854,0.97742
3.0,0.8,0.07876,0.910336,0.980732
3.0,0.9,0.08624,0.913626,0.979158
3.0,1.0,0.09869,0.919342,0.979471
3.1,0.1,0.04872,0.811159,0.982182
3.1,0.2,0.05459,0.821832,0.980893
3.1,0.3,0.05614,0.81385,0.977917
3.1,0.4,0.05714,0.848244,0.981652
3.1,0.5,0.06011,0.856234,0.98158
3.1,0.6,0.06476,0.880769,0.984179
3.1,0.7,0.0678,0.88954,0.98157
3.1,0.8,0.07259,0.904798,0.978959
3.1,0.9,0.08975,0.911649,0.981969
3.1,1.0,0.0964,0.926343,0.980425
3.2,0.1,0.05255,0.806681,0.981327
3.2,0.2,0.05148,0.822154,0.980437
3.2,0.3,0.05618,0.826364,0.982656
3.2,0.4,0.05826,0.855338,0.982486
3.2,0.5,0.06077,0.860634,0.982066
3.2,0.6,0.06448,0.891037,0.982435
3.2,0.7,0.07136,0.896873,0.98147
3.2,0.8,0.07275,0.897763,0.982721
3.2,0.9,0.08813,0.922406,0.98182
3.2,1.0,0.09356,0.921375,0.981783
3.3,0.1,0.04736,0.812824,0.985009
3.3,0.2,0.05274,0.806033,0.984199
3.3,0.3,0.05948,0.80681,0.985132
3.3,0.4,0.05695,0.84979,0.983764
3.3,0.5,0.0589,0.859691,0.983899
3.3,0.6,0.06384,0.885479,0.983575
3.3,0.7,0.07046,0.893399,0.983925
3.3,0.8,0.07412,0.900861,0.98301
3.3,0.9,0.07673,0.920254,0.985582
3.3,1.0,0.10109,0.926565,0.984773
3.4,0.1,0.05081,0.821412,0.98692
3.4,0.2,0.05323,0.817792,0.985412
3.4,0.3,0.05549,0.830506,0.984323
3.4,0.4,0.05631,0.837377,0.985534
3.4,0.5,0.05914,0.85321,0.985028
3.4,0.6,0.06554,0.887737,0.985328
3.4,0.7,0.06926,0.894151,0.985137
3.4,0.8,0.075,0.898437,0.984654
3.4,0.9,0.08521,0.897696,0.986897
3.4,1.0,0.093,0.932928,0.984711
3.5,0.1,0.05071,0.802898,0.986996
3.5,0.2,0.05289,0.828814,0.985699
3.5,0.3,0.05648,0.826131,0.987118
3.5,0.4,0.05721,0.842669,0.985869
3.5,0.5,0.06283,0.860653,0.987648
3.5,0.6,0.06322,0.873553,0.986941
3.5,0.7,0.06855,0.894211,0.986546
3.5,0.8,0.07613,0.896407,0.988108
3.5,0.9,0.08154,0.911435,0.986229
3.5,1.0,0.09472,0.924034,0.987492
3.6,0.1,0.049,0.813978,0.989447
3.6,0.2,0.05245,0.821123,0.988849
3.6,0.3,0.05301,0.830399,0.988542
3.6,0.4,0.05964,0.836317,0.986994
3.6,0.5,0.06134,0.859323,0.988406
3.6,0.6,0.06258,0.889316,0.989124
3.6,0.7,0.06717,0.884624,0.989532
3.6,0.8,0.07708,0.897638,0.988476
3.6,0.9,0.08474,0.910502,0.988648
3.6,1.0,0.08404,0.920016,0.988271
3.7,0.1,0.05032,0.812827,0.989336
3.7,0.2,0.05099,0.834621,0.990826
3.7,0.3,0.0569,0.83524,0.989308
3.7,0.4,0.05508,0.835257,0.989581
3.7,0.5,0.05947,0.851343,0.990517
3.7,0.6,0.06381,0.882525,0.989555
3.7,0.7,0.06885,0.897249,0.989328
3.7,0.8,0.07053,0.905736,0.989158
3.7,0.9,0.08505,0.914725,0.990086
3.7,1.0,0.09388,0.916786,0.989947
3.8,0.1,0.05307,0.814123,0.989818
3.8,0.2,0.0522,0.830421,0.99059
3.8,0.3,0.0531,0.83066,0.991001
3.8,0.4,0.05509,0.859282,0.990817
3.8,0.5,0.06015,0.863359,0.990569
3.8,0.6,0.06379,0.882361,0.989863
3.8,0.7,0.07095,0.890895,0.991159
3.8,0.8,0.07833,0.901655,0.989548
3.8,0.9,0.08406,0.926607,0.989856
3.8,1.0,0.0938,0.919114,0.989999
3.9,0.1,0.05062,0.803264,0.990035
3.9,0.2,0.05214,0.820592,0.990943
3.9,0.3,0.05248,0.82899,0.992404
3.9,0.4,0.05709,0.834359,0.990359
3.9,0.5,0.05951,0.858269,0.992188
3.9,0.6,0.0578,0.880169,0.991582
3.9,0.7,0.06672,0.900012,0.990884
3.9,0.8,0.07762,0.895859,0.99188
3.9,0.9,0.08978,0.921634,0.990817
3.9,1.0,0.09494,0.91956,0.990834
4.0,0.1,0.04932,0.809498,0.99128
4.0,0.2,0.05274,0.813246,0.991424
4.0,0.3,0.05214,0.83972,0.991316
4.0,0.4,0.05999,0.840381,0.992096
4.0,0.5,0.05758,0.854567,0.992661
4.0,0.6,0.06256,0.881543,0.992732
4.0,0.7,0.06747,0.905454,0.992693
4.0,0.8,0.07761,0.900301,0.992476
4.0,0.9,0.08575,0.907004,0.991072
4.0,1.0,0.09417,0.925851,0.992457
4.1,0.1,0.05078,0.824935,0.992715
4.1,0.2,0.05067,0.815346,0.993077
4.1,0.3,0.05583,0.817728,0.992397
4.1,0.4,0.05903,0.849588,0.992745
4.1,0.5,0.05857,0.865527,0.991688
4.1,0.6,0.06224,0.883741,0.992769
4.1,0.7,0.06773,0.898501,0.99156
4.1,0.8,0.07388,0.912075,0.993503
4.1,0.9,0.0838,0.911976,0.993092
4.1,1.0,0.08585,0.916275,0.993172
4.2,0.1,0.04992,0.822495,0.992793
4.2,0.2,0.05125,0.805442,0.993819
4.2,0.3,0.05344,0.838633,0.994744
4.2,0.4,0.05612,0.84191,0.993665
4.2,0.5,0.05846,0.858698,0.993738
4.2,0.6,0.06384,0.887244,0.993548
4.2,0.7,0.06998,0.895895,0.993917
4.2,0.8,0.07738,0.888492,0.99336
4.2,0.9,0.08234,0.91336,0.994054
4.2,1.0,0.09345,0.907413,0.99307
4.3,0.1,0.04789,0.806003,0.994216
4.3,0.2,0.05187,0.813661,0.994206
4.3,0.3,0.05393,0.820702,0.99578
4.3,0.4,0.05599,0.844093,0.994147
4.3,0.5,0.06092,0.860326,0.993737
4.3,0.6,0.0611,0.881964,0.99452
4.3,0.7,0.0649,0.888045,0.99353
4.3,0.8,0.0777,0.900701,0.994131
4.3,0.9,0.07854,0.922802,0.994921
4.3,1.0,0.08881,0.919188,0.993631
4.4,0.1,0.04923,0.818413,0.994642
4.4,0.2,0.04896,0.814005,0.994469
4.4,0.3,0.05551,0.832614,0.994625
4.4,0.4,0.05241,0.831128,0.994373
4.4,0.5,0.06179,0.855948,0.99502
4.4,0.6,0.06234,0.891025,0.994055
4.4,0.7,0.06695,0.88747,0.994107
4.4,0.8,0.07271,0.902259,0.994927
4.4,0.9,0.07883,0.90928,0.993337
4.4,1.0,0.09029,0.929131,0.994854
4.5,0.1,0.04365,0.810001,0.995625
4.5,0.2,0.05389,0.814059,0.995357
4.5,0.3,0.05259,0.830946,0.995637
4.5,0.4,0.05575,0.851339,0.995168
4.5,0.5,0.05894,0.848135,0.99538
4.5,0.6,0.06347,0.878045,0.996315
4.5,0.7,0.06768,0.892534,0.995121
4.5,0.8,0.07326,0.90177,0.995111
4.5,0.9,0.08005,0.90993,0.995822
4.5,1.0,0.09242,0.927455,0.995585
4.6,0.1,0.05316,0.804177,0.995771
4.6,0.2,0.05141,0.808559,0.996561
4.6,0.3,0.05516,0.821357,0.996127
4.6,0.4,0.05684,0.832616,0.995473
4.6,0.5,0.06066,0.850402,0.996019
4.6,0.6,0.05701,0.874103,0.995899
4.6,0.7,0.06813,0.896856,0.99527
4.6,0.8,0.07617,0.897793,0.996705
4.6,0.9,0.08133,0.910343,0.99625
4.6,1.0,0.09219,0.918088,0.995903
4.7,0.1,0.04923,0.808821,0.997174
4.7,0.2,0.05289,0.81631,0.996316
4.7,0.3,0.05405,0.82294,0.996103
4.7,0.4,0.05656,0.84796,0.996929
4.7,0.5,0.05847,0.849702,0.996083
4.7,0.6,0.06349,0.889322,0.996584
4.7,0.7,0.06619,0.88943,0.996213
4.7,0.8,0.07332,0.903203,0.996155
4.7,0.9,0.08415,0.909915,0.995864
4.7,1.0,0.09288,0.922016,0.996284
4.8,0.1,0.05098,0.801778,0.995697
4.8,0.2,0.05149,0.81376,0.996357
4.8,0.3,0.05317,0.821013,0.996747
4.8,0.4,0.05756,0.836944,0.996562
4.8,0.5,0.05824,0.871276,0.996687
4.8,0.6,0.0662,0.882167,0.996515
4.8,0.7,0.06885,0.883369,0.996596
4.8,0.8,0.07606,0.908652,0.996016
4.8,0.9,0.08933,0.912005,0.996028
4.8,1.0,0.08906,0.926975,0.997237
4.9,0.1,0.04767,0.810839,0.99667
4.9,0.2,0.05401,0.814952,0.99648
4.9,0.3,0.05101,0.821845,0.996394
4.9,0.4,0.05782,0.849335,0.996339
4.9,0.5,0.05824,0.873462,0.996693
4.9,0.6,0.06273,0.884609,0.9966
4.9,0.7,0.07212,0.898401,0.996973
4.9,0.8,0.0762,0.901844,0.99712
4.9,0.9,0.07316,0.911537,0.997076
4.9,1.0,0.09262,0.927912,0.997444
5.0,0.1,0.04683,0.81139,0.997459
5.0,0.2,0.05366,0.834769,0.997594
5.0,0.3,0.05096,0.828636,0.997129
5.0,0.4,0.05417,0.84939,0.997582
5.0,0.5,0.05678,0.868312,0.997367
5.0,0.6,0.06577,0.889665,0.996526
5.0,0.7,0.06639,0.890785,0.997416
5.0,0.8,0.0712,0.908896,0.997837
5.0,0.9,0.08225,0.91311,0.996644
5.0,1.0,0.09081,0.92124,0.997013
