epsilon,lambda,CTX,SSI,ERR(RA)
3.8,0.5,0.06278,0.844028,0.989959
3.8,0.6,0.0658,0.875546,0.990232
3.8,0.7,0.07095,0.889633,0.989998
3.8,0.8,0.08175,0.899595,0.989561
3.8,0.9,0.08433,0.922298,0.991307
3.8,1.0,0.0989,0.920044,0.990214
3.9,0.1,0.05043,0.801866,0.991138
3.9,0.2,0.05692,0.793851,0.991175
3.9,0.3,0.05571,0.818482,0.991421
3.9,0.4,0.06012,0.843621,0.991591
3.9,0.5,0.06327,0.853766,0.990334
3.9,0.6,0.06429,0.872277,0.990687
3.9,0.7,0.07083,0.890519,0.990532
3.9,0.8,0.08212,0.888798,0.991067
3.9,0.9,0.08954,0.913066,0.991955
3.9,1.0,0.09696,0.905327,0.991851
4.0,0.1,0.05301,0.811613,0.991966
4.0,0.2,0.05599,0.807907,0.991847
4.0,0.3,0.05674,0.826864,0.992829
4.0,0.4,0.06062,0.833057,0.991523
4.0,0.5,0.06348,0.844103,0.991829
4.0,0.6,0.0675,0.888366,0.991603
4.0,0.7,0.07447,0.888086,0.99129
4.0,0.8,0.07587,0.907511,0.991875
4.0,0.9,0.08858,0.919563,0.991975
4.0,1.0,0.09583,0.924575,0.992615
4.1,0.1,0.05328,0.81216,0.991596
4.1,0.2,0.05075,0.806678,0.992432
4.1,0.3,0.0554,0.823201,0.992606
4.1,0.4,0.05993,0.845228,0.993408
4.1,0.5,0.06296,0.851883,0.993386
4.1,0.6,0.06697,0.878943,0.992307
4.1,0.7,0.06962,0.888894,0.992606
4.1,0.8,0.07617,0.898876,0.992554
4.1,0.9,0.08589,0.906848,0.992714
4.1,1.0,0.09806,0.913854,0.993584
4.2,0.1,0.05362,0.806342,0.993147
4.2,0.2,0.05127,0.820609,0.993124
4.2,0.3,0.05674,0.821532,0.994838
4.2,0.4,0.0642,0.828545,0.992946
4.2,0.5,0.06234,0.851997,0.993222
4.2,0.6,0.0656,0.889348,0.99258
4.2,0.7,0.07353,0.89103,0.992938
4.2,0.8,0.07629,0.890808,0.992601
4.2,0.9,0.08641,0.920044,0.994313
4.2,1.0,0.09329,0.928665,0.993743
4.3,0.1,0.05292,0.801413,0.992876
4.3,0.2,0.05409,0.806167,0.993816
4.3,0.3,0.05771,0.821415,0.994755
4.3,0.4,0.06096,0.830954,0.993214
4.3,0.5,0.06327,0.854889,0.994502
4.3,0.6,0.06669,0.886527,0.993941
4.3,0.7,0.07009,0.88812,0.994488
4.3,0.8,0.08132,0.901087,0.994023
4.3,0.9,0.09081,0.906387,0.994631
4.3,1.0,0.09776,0.920221,0.993193
4.4,0.1,0.04984,0.805846,0.994056
4.4,0.2,0.05205,0.809841,0.994929
4.4,0.3,0.05733,0.820474,0.994448
4.4,0.4,0.06027,0.843579,0.99453
4.4,0.5,0.06334,0.844267,0.994827
4.4,0.6,0.06612,0.878716,0.994458
4.4,0.7,0.06875,0.875855,0.994644
4.4,0.8,0.08128,0.885568,0.994112
4.4,0.9,0.08803,0.908825,0.994874
4.4,1.0,0.09682,0.915232,0.994532
4.5,0.1,0.05177,0.811424,0.994952
4.5,0.2,0.0549,0.803477,0.99554
4.5,0.3,0.05715,0.815144,0.993922
4.5,0.4,0.06378,0.831601,0.99487
4.5,0.5,0.06189,0.846245,0.996073
4.5,0.6,0.06599,0.877014,0.995462
4.5,0.7,0.06988,0.891429,0.995026
4.5,0.8,0.08052,0.894927,0.994846
4.5,0.9,0.08586,0.91123,0.994485
4.5,1.0,0.09628,0.915083,0.995181
4.6,0.1,0.05233,0.791496,0.995494
4.6,0.2,0.05139,0.817158,0.99532
4.6,0.3,0.05599,0.821601,0.995618
4.6,0.4,0.06009,0.846947,0.995479
4.6,0.5,0.06239,0.859379,0.995328
4.6,0.6,0.06614,0.884066,0.996407
4.6,0.7,0.07032,0.897659,0.996009
4.6,0.8,0.08005,0.89648,0.995879
4.6,0.9,0.08582,0.921506,0.996307
4.6,1.0,0.09381,0.912978,0.996346
4.7,0.1,0.05317,0.801894,0.995401
4.7,0.2,0.05378,0.80994,0.99654
4.7,0.3,0.05721,0.820056,0.995726
4.7,0.4,0.05976,0.831078,0.996234
4.7,0.5,0.06303,0.84652,0.995264
4.7,0.6,0.06476,0.886603,0.996106
4.7,0.7,0.07139,0.893004,0.995972
4.7,0.8,0.08018,0.900337,0.99539
4.7,0.9,0.08984,0.911402,0.995978
4.7,1.0,0.09692,0.909036,0.995895
4.8,0.1,0.05215,0.802642,0.996284
4.8,0.2,0.05395,0.823105,0.996865
4.8,0.3,0.05699,0.822286,0.995861
4.8,0.4,0.05987,0.840331,0.996808
4.8,0.5,0.0653,0.844175,0.996824
4.8,0.6,0.06602,0.872995,0.996479
4.8,0.7,0.06891,0.88388,0.996022
4.8,0.8,0.0809,0.89767,0.997365
4.8,0.9,0.0879,0.915462,0.997181
4.8,1.0,0.09267,0.926526,0.996629
4.9,0.1,0.05359,0.810178,0.996966
4.9,0.2,0.05251,0.810149,0.99687
4.9,0.3,0.05688,0.814379,0.996773
4.9,0.4,0.05893,0.835349,0.996912
4.9,0.5,0.06223,0.842892,0.996361
4.9,0.6,0.06668,0.882645,0.996551
4.9,0.7,0.07381,0.898386,0.997126
4.9,0.8,0.07275,0.896119,0.996967
4.9,0.9,0.0887,0.91016,0.997062
4.9,1.0,0.09824,0.930887,0.996692
5.0,0.1,0.05165,0.797597,0.997808
5.0,0.2,0.05109,0.819093,0.996966
5.0,0.3,0.05575,0.819925,0.997054
5.0,0.4,0.05946,0.832083,0.996609
5.0,0.5,0.06305,0.839341,0.997277
5.0,0.6,0.06592,0.882548,0.996863
5.0,0.7,0.0748,0.903066,0.9971
5.0,0.8,0.07499,0.8981,0.997148
5.0,0.9,0.08543,0.919383,0.997079
5.0,1.0,0.09359,0.921103,0.99726
